
        alt         XM         FN        SFC         WF

        alt         XM         FN        SFC         WF
     416.67    0.56458     60.579     17.381     1.0529
     833.33    0.56458      60.98     16.694      1.018
       1250    0.56458     60.462     16.274    0.98394
     1666.7    0.56458     59.475     15.984    0.95064
     2083.3    0.56458     58.201     15.775    0.91811
       2500    0.56458      56.74     15.621    0.88635
     2916.7    0.56458     55.153     15.509    0.85536
     3333.3    0.56458     53.481     15.428    0.82511
       3750    0.56458     51.752     15.374    0.79561
     4166.7    0.56458     49.981     15.313    0.76534
     4583.3    0.56458     48.203     15.263    0.73573
       5000    0.56458      46.42     15.226    0.70681
     5416.7    0.56458     44.639     15.202     0.6786
     5833.3    0.56458     42.868     15.188     0.6511
       6250    0.56458     41.114     15.185     0.6243
     6666.7    0.56458     39.381      15.19     0.5982
     7083.3    0.56458     37.676     15.204     0.5728
       7500    0.56458     36.001     15.225     0.5481
     7916.7    0.56458     34.362     15.253     0.5241
     8333.3    0.56458      32.76     15.287    0.50081
       8750    0.56458     31.199      15.33    0.47827
     9166.7    0.56458      29.68     15.378    0.45641
     9583.3    0.56458     28.204     15.431    0.43523
      10000    0.56458     26.773      15.49     0.4147
      10417    0.56458     25.387     15.552    0.39484
      10833    0.56458     24.049     15.619    0.37563
      11250    0.56458     22.615     15.649     0.3539
      11667    0.56458     21.173     15.652     0.3314
      12083    0.56458     19.823     15.655    0.31033
      12500    0.56458     18.559     15.659     0.2906
      12917    0.56458     17.375     15.662    0.27213
      13333    0.56458     16.266     15.666    0.25483
      13750    0.56458     15.228     15.671    0.23863
      14167    0.56458     14.256     15.675    0.22346
      14583    0.56458     13.346      15.68    0.20926
      15000    0.56458     12.493     15.685    0.19596
      15417    0.56458     11.695     15.691     0.1835
      15833    0.56458     10.947     15.697    0.17184
      16250    0.56458     10.247     15.704    0.16092
      16667    0.56458     9.5921     15.711     0.1507
      17083    0.56458     8.9783     15.718    0.14112
      17500    0.56458     8.4035     15.726    0.13215
      17917    0.56458     7.8653     15.734    0.12375
      18333    0.56458     7.3613     15.743    0.11589
      18750    0.56458     6.8894     15.753    0.10853
      19167    0.56458     6.4474     15.763    0.10163
      19583    0.56458     6.0335     15.774    0.09517
      20000    0.56458      5.646     15.785   0.089122
          0    0.57917      50.89     21.511     1.0947
     416.67    0.57917     59.616      17.76     1.0588
     833.33    0.57917     60.313     16.973     1.0237
       1250    0.57917     59.941     16.507    0.98945
     1666.7    0.57917     59.049     16.189    0.95597
     2083.3    0.57917     57.846     15.961    0.92328
       2500    0.57917      56.44     15.793    0.89135
     2916.7    0.57917     54.899     15.669    0.86019
     3333.3    0.57917     53.264     15.579    0.82979
       3750    0.57917     51.568     15.516    0.80013
     4166.7    0.57917     49.827     15.457    0.77019
     4583.3    0.57917     48.071     15.403    0.74043
       5000    0.57917      46.31     15.361    0.71138
     5416.7    0.57917     44.548     15.332    0.68303
     5833.3    0.57917     42.793     15.315    0.65538
       6250    0.57917     41.053     15.308    0.62844
     6666.7    0.57917     39.333     15.311    0.60221
     7083.3    0.57917     37.638     15.321    0.57667
       7500    0.57917     35.973      15.34    0.55184
     7916.7    0.57917     34.342     15.366     0.5277
     8333.3    0.57917     32.747     15.399    0.50426
       8750    0.57917     31.192     15.439    0.48159
     9166.7    0.57917     29.679     15.486     0.4596
     9583.3    0.57917     28.207     15.538    0.43829
      10000    0.57917      26.78     15.595    0.41764
      10417    0.57917     25.398     15.657    0.39765
      10833    0.57917     24.062     15.723    0.37832
      11250    0.57917     22.629     15.752    0.35645
      11667    0.57917     21.186     15.755    0.33379
      12083    0.57917     19.835     15.758    0.31257
      12500    0.57917      18.57     15.762     0.2927
      12917    0.57917     17.385     15.766    0.27409
      13333    0.57917     16.276      15.77    0.25667
      13750    0.57917     15.237     15.774    0.24035
      14167    0.57917     14.264     15.779    0.22507
      14583    0.57917     13.354     15.783    0.21076
      15000    0.57917     12.501     15.789    0.19737
      15417    0.57917     11.702     15.795    0.18483
      15833    0.57917     10.954     15.801    0.17308
      16250    0.57917     10.254     15.807    0.16208
      16667    0.57917     9.5977     15.814    0.15178
      17083    0.57917     8.9836     15.822    0.14214
      17500    0.57917     8.4085      15.83     0.1331
      17917    0.57917       7.87     15.838    0.12465
      18333    0.57917     7.3657     15.847    0.11672
      18750    0.57917     6.8934     15.857    0.10931
      19167    0.57917     6.4512     15.867    0.10236
      19583    0.57917     6.0371     15.878   0.095856
      20000    0.57917     5.6493     15.889   0.089764
          0    0.59375     48.913     22.507     1.1009
     416.67    0.59375     58.554     18.185     1.0648
     833.33    0.59375     59.615      17.27     1.0296
       1250    0.59375     59.405     16.751    0.99511
     1666.7    0.59375     58.617     16.402    0.96145
     2083.3    0.59375     57.489     16.152    0.92858
       2500    0.59375     56.142     15.968    0.89649
     2916.7    0.59375     54.647     15.832    0.86516
     3333.3    0.59375     53.052     15.732    0.83459
       3750    0.59375     51.389      15.66    0.80477
     4166.7    0.59375     49.679     15.603    0.77515
     4583.3    0.59375     47.946     15.544    0.74526
       5000    0.59375     46.206     15.497    0.71606
     5416.7    0.59375     44.463     15.464    0.68757
     5833.3    0.59375     42.725     15.443    0.65977
       6250    0.59375     40.999     15.432     0.6327
     6666.7    0.59375     39.291     15.431    0.60632
     7083.3    0.59375     37.607      15.44    0.58064
       7500    0.59375     35.952     15.456    0.55567
     7916.7    0.59375     34.328      15.48     0.5314
     8333.3    0.59375     32.741      15.51    0.50782
       8750    0.59375     31.192     15.549    0.48499
     9166.7    0.59375     29.683     15.594    0.46287
     9583.3    0.59375     28.217     15.644    0.44143
      10000    0.59375     26.793       15.7    0.42066
      10417    0.59375     25.414     15.761    0.40055
      10833    0.59375      24.08     15.826    0.38109
      11250    0.59375     22.647     15.855    0.35907
      11667    0.59375     21.203     15.858    0.33624
      12083    0.59375     19.851     15.861    0.31487
      12500    0.59375     18.585     15.865    0.29485
      12917    0.59375     17.399     15.869    0.27611
      13333    0.59375     16.289     15.873    0.25855
      13750    0.59375      15.25     15.877    0.24212
      14167    0.59375     14.276     15.882    0.22673
      14583    0.59375     13.364     15.887    0.21231
      15000    0.59375     12.511     15.892    0.19882
      15417    0.59375     11.711     15.898    0.18618
      15833    0.59375     10.963     15.904    0.17435
      16250    0.59375     10.262      15.91    0.16327
      16667    0.59375     9.6056     15.918     0.1529
      17083    0.59375     8.9909     15.925    0.14318
      17500    0.59375     8.4153     15.933    0.13408
      17917    0.59375     7.8764     15.941    0.12556
      18333    0.59375     7.3717     15.951    0.11758
      18750    0.59375      6.899      15.96    0.11011
      19167    0.59375     6.4565      15.97    0.10311
      19583    0.59375      6.042     15.981    0.09656
      20000    0.59375     5.6539     15.993   0.090424
          0    0.60833     47.283     23.417     1.1072
     416.67    0.60833     57.346     18.676      1.071
     833.33    0.60833     58.879     17.588     1.0356
       1250    0.60833     58.853     17.007     1.0009
     1666.7    0.60833     58.176     16.623    0.96708
     2083.3    0.60833     57.128      16.35    0.93403
       2500    0.60833     55.842     16.148    0.90176
     2916.7    0.60833     54.397     15.998    0.87026
     3333.3    0.60833     52.842     15.887    0.83952
       3750    0.60833     51.214     15.807    0.80954
     4166.7    0.60833     49.535     15.751    0.78024
     4583.3    0.60833     47.826     15.686     0.7502
       5000    0.60833     46.108     15.634    0.72086
     5416.7    0.60833     44.384     15.596    0.69222
     5833.3    0.60833     42.662     15.571    0.66428
       6250    0.60833     40.951     15.557    0.63706
     6666.7    0.60833     39.256     15.553    0.61054
     7083.3    0.60833     37.583     15.558    0.58472
       7500    0.60833     35.937     15.572    0.55961
     7916.7    0.60833     34.322     15.594    0.53519
     8333.3    0.60833     32.741     15.622    0.51148
       8750    0.60833     31.198     15.658    0.48848
     9166.7    0.60833     29.694     15.701    0.46624
     9583.3    0.60833     28.232      15.75    0.44466
      10000    0.60833     26.812     15.805    0.42376
      10417    0.60833     25.435     15.865    0.40352
      10833    0.60833     24.104     15.929    0.38394
      11250    0.60833      22.67     15.957    0.36175
      11667    0.60833     21.225     15.961    0.33876
      12083    0.60833     19.871     15.964    0.31722
      12500    0.60833     18.604     15.968    0.29706
      12917    0.60833     17.417     15.971    0.27817
      13333    0.60833     16.306     15.975    0.26049
      13750    0.60833     15.265      15.98    0.24393
      14167    0.60833      14.29     15.984    0.22842
      14583    0.60833     13.378     15.989     0.2139
      15000    0.60833     12.523     15.995    0.20031
      15417    0.60833     11.723         16    0.18758
      15833    0.60833     10.974     16.007    0.17566
      16250    0.60833     10.272     16.013    0.16449
      16667    0.60833     9.6153      16.02    0.15404
      17083    0.60833          9     16.028    0.14425
      17500    0.60833     8.4238     16.036    0.13509
      17917    0.60833     7.8843     16.045     0.1265
      18333    0.60833     7.3791     16.054    0.11846
      18750    0.60833      6.906     16.063    0.11093
      19167    0.60833     6.4629     16.074    0.10388
      19583    0.60833     6.0481     16.085   0.097282
      20000    0.60833     5.6596     16.097     0.0911
          0    0.62292     45.818     24.309     1.1138
     416.67    0.62292     55.906     19.271     1.0773
     833.33    0.62292     58.093     17.932     1.0417
       1250    0.62292     58.278     17.277     1.0069
     1666.7    0.62292     57.724     16.853    0.97285
     2083.3    0.62292     56.762     16.554    0.93962
       2500    0.62292     55.541     16.333    0.90717
     2916.7    0.62292     54.148     16.169     0.8755
     3333.3    0.62292     52.635     16.046    0.84459
       3750    0.62292     51.042     15.956    0.81443
     4166.7    0.62292     49.394     15.893    0.78503
     4583.3    0.62292     47.711      15.83    0.75527
       5000    0.62292     46.016     15.772    0.72578
     5416.7    0.62292     44.311     15.729    0.69699
     5833.3    0.62292     42.606       15.7    0.66891
       6250    0.62292     40.909     15.682    0.64153
     6666.7    0.62292     39.227     15.675    0.61487
     7083.3    0.62292     37.565     15.677     0.5889
       7500    0.62292     35.928     15.688    0.56364
     7916.7    0.62292     34.321     15.707    0.53909
     8333.3    0.62292     32.747     15.734    0.51523
       8750    0.62292     31.209     15.767    0.49207
     9166.7    0.62292     29.711     15.809    0.46968
     9583.3    0.62292     28.252     15.856    0.44798
      10000    0.62292     26.836      15.91    0.42694
      10417    0.62292     25.462     15.968    0.40657
      10833    0.62292     24.132     16.031    0.38687
      11250    0.62292     22.698     16.059    0.36452
      11667    0.62292     21.251     16.063    0.34135
      12083    0.62292     19.896     16.066    0.31965
      12500    0.62292     18.627      16.07    0.29933
      12917    0.62292     17.439     16.073     0.2803
      13333    0.62292     16.326     16.078    0.26248
      13750    0.62292     15.284     16.082    0.24579
      14167    0.62292     14.308     16.087    0.23017
      14583    0.62292     13.395     16.092    0.21554
      15000    0.62292     12.539     16.097    0.20184
      15417    0.62292     11.738     16.103    0.18901
      15833    0.62292     10.988     16.109      0.177
      16250    0.62292     10.285     16.116    0.16575
      16667    0.62292     9.6272     16.123    0.15522
      17083    0.62292     9.0111      16.13    0.14535
      17500    0.62292     8.4343     16.139    0.13612
      17917    0.62292     7.8941     16.147    0.12747
      18333    0.62292     7.3882     16.156    0.11937
      18750    0.62292     6.9145     16.166    0.11178
      19167    0.62292     6.4709     16.177    0.10468
      19583    0.62292     6.0555     16.188   0.098025
      20000    0.62292     5.6666       16.2   0.091796
          0     0.6375     44.451     25.207     1.1205
     416.67     0.6375     53.984     20.077     1.0838
     833.33     0.6375     57.245     18.308      1.048
       1250     0.6375     57.678     17.563      1.013
     1666.7     0.6375     57.259     17.094    0.97877
     2083.3     0.6375     56.389     16.765    0.94535
       2500     0.6375     55.237     16.524    0.91272
     2916.7     0.6375     53.897     16.343    0.88086
     3333.3     0.6375     52.429     16.208    0.84978
       3750     0.6375     50.873     16.108    0.81945
     4166.7     0.6375     49.256     16.036    0.78988
     4583.3     0.6375       47.6     15.976    0.76045
       5000     0.6375     45.928     15.912    0.73081
     5416.7     0.6375     44.243     15.864    0.70188
     5833.3     0.6375     42.555      15.83    0.67364
       6250     0.6375     40.873     15.808    0.64611
     6666.7     0.6375     39.203     15.797     0.6193
     7083.3     0.6375     37.553     15.796    0.59319
       7500     0.6375     35.925     15.805    0.56778
     7916.7     0.6375     34.326     15.821    0.54308
     8333.3     0.6375     32.759     15.845    0.51908
       8750     0.6375     31.227     15.877    0.49577
     9166.7     0.6375     29.733     15.916    0.47322
     9583.3     0.6375     28.278     15.962    0.45138
      10000     0.6375     26.865     16.014    0.43021
      10417     0.6375     25.494     16.071    0.40971
      10833     0.6375     24.166     16.133    0.38987
      11250     0.6375     22.731     16.161    0.36735
      11667     0.6375     21.282     16.164      0.344
      12083     0.6375     19.925     16.168    0.32213
      12500     0.6375     18.654     16.171    0.30166
      12917     0.6375     17.464     16.175    0.28248
      13333     0.6375     16.349     16.179    0.26452
      13750     0.6375     15.306     16.184    0.24771
      14167     0.6375     14.329     16.188    0.23196
      14583     0.6375     13.414     16.193    0.21722
      15000     0.6375     12.557     16.199    0.20341
      15417     0.6375     11.755     16.205    0.19048
      15833     0.6375     11.003     16.211    0.17837
      16250     0.6375       10.3     16.218    0.16704
      16667     0.6375      9.641     16.225    0.15642
      17083     0.6375     9.0241     16.232    0.14648
      17500     0.6375     8.4464     16.241    0.13718
      17917     0.6375     7.9054     16.249    0.12846
      18333     0.6375     7.3989     16.259    0.12029
      18750     0.6375     6.9245     16.268    0.11265
      19167     0.6375     6.4803     16.279    0.10549
      19583     0.6375     6.0643      16.29   0.098788
      20000     0.6375     5.6747     16.302    0.09251
          0    0.65208      43.15     26.126     1.1273
     416.67    0.65208     48.493     22.488     1.0905
     833.33    0.65208     56.316     18.724     1.0545
       1250    0.65208     57.045     17.868     1.0193
     1666.7    0.65208     56.778     17.346    0.98485
     2083.3    0.65208     56.007     16.984    0.95123
       2500    0.65208     54.928      16.72    0.91841
     2916.7    0.65208     53.646     16.523    0.88637
     3333.3    0.65208     52.223     16.374     0.8551
       3750    0.65208     50.705     16.263    0.82459
     4166.7    0.65208      49.12     16.182    0.79485
     4583.3    0.65208     47.492     16.124    0.76576
       5000    0.65208     45.844     16.054    0.73597
     5416.7    0.65208      44.18         16    0.70688
     5833.3    0.65208     42.509     15.961    0.67849
       6250    0.65208     40.842     15.935    0.65081
     6666.7    0.65208     39.186      15.92    0.62384
     7083.3    0.65208     37.546     15.916    0.59758
       7500    0.65208     35.928     15.921    0.57202
     7916.7    0.65208     34.337     15.935    0.54717
     8333.3    0.65208     32.776     15.957    0.52302
       8750    0.65208      31.25     15.986    0.49957
     9166.7    0.65208      29.76     16.023    0.47685
     9583.3    0.65208     28.309     16.068    0.45486
      10000    0.65208     26.899     16.118    0.43356
      10417    0.65208      25.53     16.174    0.41292
      10833    0.65208     24.204     16.235    0.39295
      11250    0.65208     22.768     16.262    0.37026
      11667    0.65208     21.317     16.265    0.34673
      12083    0.65208     19.957     16.269    0.32468
      12500    0.65208     18.684     16.273    0.30404
      12917    0.65208     17.493     16.276    0.28472
      13333    0.65208     16.376     16.281    0.26662
      13750    0.65208     15.331     16.285    0.24967
      14167    0.65208     14.352      16.29     0.2338
      14583    0.65208     13.436     16.295    0.21894
      15000    0.65208     12.578       16.3    0.20502
      15417    0.65208     11.774     16.306    0.19199
      15833    0.65208     11.021     16.312    0.17979
      16250    0.65208     10.317     16.319    0.16836
      16667    0.65208     9.6569     16.326    0.15766
      17083    0.65208     9.0389     16.334    0.14764
      17500    0.65208     8.4603     16.342    0.13826
      17917    0.65208     7.9184     16.351    0.12947
      18333    0.65208      7.411      16.36    0.12125
      18750    0.65208     6.9358      16.37    0.11354
      19167    0.65208     6.4909     16.381    0.10633
      19583    0.65208     6.0742     16.392    0.09957
      20000    0.65208      5.684     16.404   0.093242
          0    0.66667     41.893     27.079     1.1344
     416.67    0.66667     45.622     24.053     1.0973
     833.33    0.66667     55.278     19.196     1.0611
       1250    0.66667     56.372     18.195     1.0257
     1666.7    0.66667     56.276     17.611    0.99107
     2083.3    0.66667     55.613     17.213    0.95725
       2500    0.66667     54.613     16.923    0.92424
     2916.7    0.66667     53.391     16.707    0.89201
     3333.3    0.66667     52.017     16.544    0.86055
       3750    0.66667     50.538     16.421    0.82987
     4166.7    0.66667     48.986      16.33    0.79994
     4583.3    0.66667     47.386     16.265    0.77076
       5000    0.66667     45.764     16.197    0.74124
     5416.7    0.66667      44.12     16.137    0.71199
     5833.3    0.66667     42.468     16.093    0.68345
       6250    0.66667     40.816     16.063    0.65561
     6666.7    0.66667     39.173     16.044    0.62849
     7083.3    0.66667     37.544     16.036    0.60207
       7500    0.66667     35.936     16.039    0.57636
     7916.7    0.66667     34.353      16.05    0.55136
     8333.3    0.66667     32.799     16.069    0.52706
       8750    0.66667     31.278     16.096    0.50346
     9166.7    0.66667     29.792      16.13    0.48056
     9583.3    0.66667     28.346     16.173    0.45844
      10000    0.66667     26.938     16.222    0.43699
      10417    0.66667     25.572     16.276    0.41621
      10833    0.66667     24.247     16.336     0.3961
      11250    0.66667      22.81     16.363    0.37324
      11667    0.66667     21.356     16.366    0.34952
      12083    0.66667     19.994      16.37     0.3273
      12500    0.66667     18.719     16.374    0.30649
      12917    0.66667     17.525     16.378    0.28701
      13333    0.66667     16.406     16.382    0.26876
      13750    0.66667     15.359     16.386    0.25168
      14167    0.66667     14.379     16.391    0.23568
      14583    0.66667     13.461     16.396     0.2207
      15000    0.66667     12.601     16.401    0.20667
      15417    0.66667     11.796     16.407    0.19353
      15833    0.66667     11.042     16.414    0.18123
      16250    0.66667     10.336      16.42    0.16972
      16667    0.66667     9.6746     16.428    0.15893
      17083    0.66667     9.0555     16.436    0.14883
      17500    0.66667     8.4758     16.444    0.13937
      17917    0.66667     7.9329     16.453    0.13052
      18333    0.66667     7.4246     16.462    0.12222
      18750    0.66667     6.9485     16.472    0.11446
      19167    0.66667     6.5028     16.483    0.10718
      19583    0.66667     6.0853     16.494    0.10037
      20000    0.66667     5.6944     16.506   0.093993
          0    0.68125     40.668     28.074     1.1417
     416.67    0.68125     43.712     25.263     1.1043
     833.33    0.68125     54.086     19.744     1.0679
       1250    0.68125     55.651     18.549     1.0323
     1666.7    0.68125     55.749     17.891    0.99743
     2083.3    0.68125     55.205     17.451    0.96342
       2500    0.68125     54.289     17.134     0.9302
     2916.7    0.68125     53.131     16.897    0.89778
     3333.3    0.68125     51.808     16.718    0.86614
       3750    0.68125     50.371     16.582    0.83526
     4166.7    0.68125     48.854     16.481    0.80516
     4583.3    0.68125     47.283     16.408     0.7758
       5000    0.68125     45.686     16.342    0.74662
     5416.7    0.68125     44.064     16.277    0.71722
     5833.3    0.68125     42.431     16.227    0.68852
       6250    0.68125     40.795     16.191    0.66053
     6666.7    0.68125     39.164     16.169    0.63324
     7083.3    0.68125     37.547     16.157    0.60667
       7500    0.68125     35.949     16.156     0.5808
     7916.7    0.68125     34.374     16.165    0.55564
     8333.3    0.68125     32.826     16.182    0.53119
       8750    0.68125     31.311     16.206    0.50744
     9166.7    0.68125      29.83     16.238    0.48438
     9583.3    0.68125     28.387     16.279    0.46209
      10000    0.68125     26.982     16.326     0.4405
      10417    0.68125     25.618     16.379    0.41959
      10833    0.68125     24.295     16.437    0.39934
      11250    0.68125     22.856     16.464     0.3763
      11667    0.68125     21.399     16.467    0.35238
      12083    0.68125     20.035     16.471    0.32998
      12500    0.68125     18.757     16.474      0.309
      12917    0.68125      17.56     16.478    0.28936
      13333    0.68125      16.44     16.482    0.27097
      13750    0.68125      15.39     16.487    0.25374
      14167    0.68125     14.408     16.492    0.23761
      14583    0.68125     13.488     16.497    0.22251
      15000    0.68125     12.626     16.502    0.20836
      15417    0.68125     11.819     16.508    0.19512
      15833    0.68125     11.064     16.515    0.18272
      16250    0.68125     10.357     16.521    0.17111
      16667    0.68125     9.6941     16.529    0.16023
      17083    0.68125     9.0738     16.537    0.15005
      17500    0.68125     8.4929     16.545    0.14051
      17917    0.68125      7.949     16.554    0.13159
      18333    0.68125     7.4396     16.563    0.12322
      18750    0.68125     6.9626     16.573    0.11539
      19167    0.68125     6.5159     16.584    0.10806
      19583    0.68125     6.0976     16.595    0.10119
      20000    0.68125     5.7059     16.608   0.094762
          0    0.69583     39.463     29.119     1.1491
     416.67    0.69583     42.089     26.408     1.1115
     833.33    0.69583     52.648     20.415     1.0748
       1250    0.69583     54.869     18.936      1.039
     1666.7    0.69583     55.193      18.19      1.004
     2083.3    0.69583     54.781     17.702    0.96973
       2500    0.69583     53.956     17.353    0.93631
     2916.7    0.69583     52.866     17.094    0.90369
     3333.3    0.69583     51.596     16.898    0.87185
       3750    0.69583     50.202     16.748    0.84079
     4166.7    0.69583     48.722     16.635     0.8105
     4583.3    0.69583     47.181     16.552    0.78096
       5000    0.69583     45.611      16.49    0.75213
     5416.7    0.69583     44.012     16.418    0.72256
     5833.3    0.69583     42.397     16.362    0.69371
       6250    0.69583     40.777     16.322    0.66555
     6666.7    0.69583     39.161     16.295     0.6381
     7083.3    0.69583     37.555     16.279    0.61137
       7500    0.69583     35.966     16.275    0.58535
     7916.7    0.69583     34.399      16.28    0.56003
     8333.3    0.69583     32.859     16.294    0.53542
       8750    0.69583     31.349     16.317    0.51151
     9166.7    0.69583     29.872     16.346    0.48831
     9583.3    0.69583     28.432     16.384    0.46584
      10000    0.69583     27.031     16.429     0.4441
      10417    0.69583     25.669     16.481    0.42304
      10833    0.69583     24.347     16.538    0.40265
      11250    0.69583     22.907     16.564    0.37943
      11667    0.69583     21.446     16.567    0.35531
      12083    0.69583     20.079     16.571    0.33272
      12500    0.69583     18.798     16.575    0.31157
      12917    0.69583     17.599     16.579    0.29177
      13333    0.69583     16.476     16.583    0.27322
      13750    0.69583     15.424     16.588    0.25585
      14167    0.69583      14.44     16.592    0.23959
      14583    0.69583     13.518     16.597    0.22436
      15000    0.69583     12.654     16.603    0.21009
      15417    0.69583     11.846     16.609    0.19674
      15833    0.69583     11.088     16.615    0.18424
      16250    0.69583     10.379     16.622    0.17253
      16667    0.69583     9.7155      16.63    0.16156
      17083    0.69583     9.0938     16.637     0.1513
      17500    0.69583     8.5116     16.646    0.14168
      17917    0.69583     7.9664     16.655    0.13268
      18333    0.69583     7.4559     16.664    0.12425
      18750    0.69583     6.9779     16.674    0.11635
      19167    0.69583     6.5302     16.685    0.10896
      19583    0.69583      6.111     16.697    0.10203
      20000    0.69583     5.7185     16.709    0.09555
          0    0.71042     38.275     30.222     1.1567
     416.67    0.71042     40.613     27.549     1.1189
     833.33    0.71042     50.727     21.328     1.0819
       1250    0.71042     54.011     19.364     1.0459
     1666.7    0.71042     54.602     18.509     1.0106
     2083.3    0.71042     54.337     17.966    0.97619
       2500    0.71042     53.609     17.582    0.94256
     2916.7    0.71042     52.593     17.298    0.90974
     3333.3    0.71042      51.38     17.083     0.8777
       3750    0.71042     50.032     16.918    0.84645
     4166.7    0.71042     48.589     16.793    0.81596
     4583.3    0.71042      47.08       16.7    0.78624
       5000    0.71042     45.535     16.631    0.75727
     5416.7    0.71042     43.961     16.561    0.72802
     5833.3    0.71042     42.366     16.499      0.699
       6250    0.71042     40.763     16.453    0.67068
     6666.7    0.71042     39.161     16.421    0.64307
     7083.3    0.71042     37.567     16.402    0.61618
       7500    0.71042     35.988     16.394    0.58999
     7916.7    0.71042      34.43     16.396    0.56451
     8333.3    0.71042     32.896     16.408    0.53974
       8750    0.71042     31.391     16.427    0.51568
     9166.7    0.71042     29.919     16.455    0.49232
     9583.3    0.71042     28.483      16.49    0.46967
      10000    0.71042     27.084     16.533    0.44778
      10417    0.71042     25.724     16.583    0.42657
      10833    0.71042     24.403     16.639    0.40604
      11250    0.71042     22.961     16.664    0.38264
      11667    0.71042     21.497     16.668    0.35831
      12083    0.71042     20.126     16.671    0.33553
      12500    0.71042     18.843     16.675     0.3142
      12917    0.71042     17.641     16.679    0.29423
      13333    0.71042     16.515     16.683    0.27553
      13750    0.71042     15.461     16.688    0.25801
      14167    0.71042     14.474     16.693    0.24161
      14583    0.71042      13.55     16.698    0.22625
      15000    0.71042     12.684     16.703    0.21187
      15417    0.71042     11.874     16.709     0.1984
      15833    0.71042     11.115     16.716    0.18579
      16250    0.71042     10.404     16.723    0.17398
      16667    0.71042     9.7385      16.73    0.16293
      17083    0.71042     9.1154     16.738    0.15257
      17500    0.71042     8.5318     16.747    0.14288
      17917    0.71042     7.9854     16.756     0.1338
      18333    0.71042     7.4736     16.765     0.1253
      18750    0.71042     6.9945     16.775    0.11733
      19167    0.71042     6.5457     16.786    0.10988
      19583    0.71042     6.1255     16.798     0.1029
      20000    0.71042      5.732      16.81   0.096356
          0      0.725     37.094     31.393     1.1645
     416.67      0.725     39.226     28.716     1.1264
     833.33      0.725     45.145     24.126     1.0892
       1250      0.725     53.055     19.845     1.0529
     1666.7      0.725     53.968     18.852     1.0174
     2083.3      0.725     53.868     18.244    0.98279
       2500      0.725     53.249     17.821    0.94896
     2916.7      0.725      52.31      17.51    0.91592
     3333.3      0.725     51.158     17.274    0.88369
       3750      0.725     49.858     17.093    0.85223
     4166.7      0.725     48.454     16.955    0.82155
     4583.3      0.725     46.978     16.851    0.79164
       5000      0.725     45.459     16.773    0.76248
     5416.7      0.725     43.912     16.706    0.73359
     5833.3      0.725     42.338     16.638    0.70441
       6250      0.725     40.752     16.586    0.67593
     6666.7      0.725     39.164      16.55    0.64815
     7083.3      0.725     37.583     16.526    0.62109
       7500      0.725     36.014     16.514    0.59474
     7916.7      0.725     34.464     16.513     0.5691
     8333.3      0.725     32.937     16.521    0.54416
       8750      0.725     31.438     16.538    0.51994
     9166.7      0.725     29.971     16.563    0.49642
     9583.3      0.725     28.537     16.596     0.4736
      10000      0.725     27.141     16.637    0.45155
      10417      0.725     25.783     16.685    0.43019
      10833      0.725     24.464     16.739    0.40951
      11250      0.725      23.02     16.765    0.38591
      11667      0.725     21.552     16.768    0.36138
      12083      0.725     20.178     16.772    0.33841
      12500      0.725     18.891     16.775     0.3169
      12917      0.725     17.685     16.779    0.29675
      13333      0.725     16.557     16.784    0.27789
      13750      0.725       15.5     16.788    0.26022
      14167      0.725     14.511     16.793    0.24368
      14583      0.725     13.584     16.798    0.22819
      15000      0.725     12.716     16.804    0.21368
      15417      0.725     11.904      16.81     0.2001
      15833      0.725     11.143     16.816    0.18738
      16250      0.725      10.43     16.823    0.17547
      16667      0.725     9.7633     16.831    0.16432
      17083      0.725     9.1385     16.839    0.15388
      17500      0.725     8.5535     16.847     0.1441
      17917      0.725     8.0056     16.856    0.13494
      18333      0.725     7.4926     16.866    0.12637
      18750      0.725     7.0122     16.876    0.11834
      19167      0.725     6.5624     16.887    0.11082
      19583      0.725     6.1411     16.899    0.10378
      20000      0.725     5.7466     16.911   0.097182
          0    0.73958     35.918     32.642     1.1725
     416.67    0.73958     37.896     29.927     1.1341
     833.33    0.73958     41.879     26.186     1.0966
       1250    0.73958     51.965       20.4     1.0601
     1666.7    0.73958     53.284     19.225     1.0244
     2083.3    0.73958     53.372     18.541    0.98955
       2500    0.73958     52.871     18.072    0.95549
     2916.7    0.73958     52.016      17.73    0.92225
     3333.3    0.73958     50.929     17.472     0.8898
       3750    0.73958      49.68     17.274    0.85815
     4166.7    0.73958     48.318     17.121    0.82727
     4583.3    0.73958     46.876     17.006    0.79716
       5000    0.73958     45.383     16.918    0.76781
     5416.7    0.73958     43.864     16.852    0.73921
     5833.3    0.73958     42.311     16.779    0.70992
       6250    0.73958     40.743     16.721    0.68128
     6666.7    0.73958     39.171     16.679    0.65333
     7083.3    0.73958     37.602     16.651     0.6261
       7500    0.73958     36.044     16.635    0.59959
     7916.7    0.73958     34.502      16.63    0.57378
     8333.3    0.73958     32.983     16.635    0.54868
       8750    0.73958      31.49      16.65    0.52429
     9166.7    0.73958     30.026     16.672    0.50061
     9583.3    0.73958     28.596     16.703    0.47763
      10000    0.73958     27.202     16.741     0.4554
      10417    0.73958     25.846     16.788    0.43389
      10833    0.73958     24.528      16.84    0.41306
      11250    0.73958     23.082     16.865    0.38927
      11667    0.73958      21.61     16.868    0.36452
